mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_samples,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.6410400072733561,0.052870086095008796,0.028677701950073242,0.005487959052696102,5,log2,0.75,10,200,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': 0.75, 'min_samples_split': 10, 'n_estimators': 200}",0.6111742091247125,0.5060715156864735,0.5745564633184829,0.5639340627098895,0.04356046057309463,240
0.08687885602315266,0.01566064771659123,0.01266328493754069,0.002621907064426469,5,log2,,2,25,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 25}",0.6050253766034452,0.4753674670046021,0.5909533616431741,0.5571154017504071,0.05808929349236872,306
0.15162205696105957,0.01351980819848958,0.01559885342915853,0.0017441821846599106,5,log2,,2,50,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 50}",0.6263014911265149,0.4986089354782465,0.5840726322112411,0.5696610196053341,0.05311696606184998,156
0.30672677357991535,0.015137854307992409,0.022555987040201824,0.00165330540764046,5,log2,,2,100,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 100}",0.6187832091632897,0.4907734068640379,0.5948340918680712,0.5681302359651329,0.05556647257256873,173
0.6037336190541586,0.017891639129047746,0.040366411209106445,0.0012240566814383628,5,log2,,2,200,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 200}",0.6149323527683509,0.4913708236830464,0.591967937104656,0.5660903711853511,0.053660035910695,212
0.08823998769124348,0.010269612893204876,0.011404752731323242,0.0034832034173934152,5,log2,,4,25,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 25}",0.6013156192996322,0.4612899593766111,0.5994798435939841,0.5540284740900758,0.06558031514387526,333
0.14699784914652506,0.0032201549484833143,0.01737046241760254,0.0024984616836015053,5,log2,,4,50,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 50}",0.6199703718773004,0.4914261194623817,0.5921346109550786,0.5678437007649202,0.055217403329188036,182
0.2775559425354004,0.030226810978018496,0.01772419611612956,0.007900992082704693,5,log2,,4,100,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 100}",0.62922866949016,0.4877957291088211,0.5912886854765086,0.5694376946918299,0.05977133373634291,159
0.5483343601226807,0.02515399637911166,0.03717335065205892,0.005902568580435888,5,log2,,4,200,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 200}",0.6241045745687259,0.5095979318311412,0.5927949989722263,0.5754991684573645,0.048320472698138585,76
0.07868440945943196,0.017150317090054403,0.010384798049926758,0.0033825612082171905,5,log2,,6,25,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 25}",0.6248586865348349,0.5205426013821214,0.6053318085347141,0.5835776988172234,0.04527981428552544,19
0.13147211074829102,0.007273202183783686,0.014019409815470377,0.0024751315851953776,5,log2,,6,50,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 50}",0.6356603166642945,0.5217378069303353,0.565261919449183,0.5742200143479376,0.04693804536608033,99
0.26972730954488117,0.013126418172453079,0.017862955729166668,0.001406851103941145,5,log2,,6,100,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 100}",0.6190659043750386,0.5029377356825331,0.5897700524234711,0.5705912308270142,0.04931063637350665,144
0.502526601155599,0.029465275862585225,0.041458845138549805,0.004468137821852139,5,log2,,6,200,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 200}",0.6080499155868881,0.5078849091838126,0.5799166016171067,0.5652838087959359,0.04218092852022523,222
0.055057922999064125,0.005024701495224057,0.006693283716837565,0.0014940072224523277,5,log2,,10,25,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 25}",0.6215268892387753,0.48396289497444756,0.5546442294992868,0.5533780045708365,0.056167402311697194,341
0.14940388997395834,0.022238464890382257,0.011279582977294922,0.0035448465983560647,5,log2,,10,50,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 50}",0.6018971717605339,0.48916186920472693,0.5692902622350668,0.5534497677334426,0.04736738019727167,340
0.31664562225341797,0.019196708517350954,0.019749800364176433,0.0051024222020630405,5,log2,,10,100,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 100}",0.6230893782602267,0.4948921709281132,0.5651590005401653,0.5610468499095017,0.052417003151300524,274
0.584559440612793,0.026664414256671924,0.03808371225992838,0.010156529808008255,5,log2,,10,200,"{'max_depth': 5, 'max_features': 'log2', 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 200}",0.616352222713308,0.4908229703449143,0.5725135544551694,0.5598962491711306,0.05201791739080517,285
0.10923504829406738,0.01477548168588493,0.008081277211507162,0.0023075742963950133,10,,0.25,2,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 25}",0.5617547422793715,0.44250217391304336,0.5546108900422914,0.5196226020782354,0.054610310299327294,711
0.23738439877827963,0.01939328139666064,0.016694307327270508,0.001546066830512656,10,,0.25,2,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 50}",0.6035789949444995,0.40537730978260866,0.5700641003460207,0.5263401350243763,0.08662107464060387,656
0.48816537857055664,0.004145252876471512,0.021474361419677734,0.008294344191655511,10,,0.25,2,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 100}",0.5766769878558085,0.44772425271739125,0.5617520386790336,0.5287177597507444,0.05759426859884411,637
0.7971247037251791,0.0435328331183454,0.04004200299580892,0.010490394932428846,10,,0.25,2,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 200}",0.5700037581396307,0.4451733440896739,0.5818657705209535,0.532347624250086,0.061831454646472495,595
0.1003095308939616,0.019882544937311845,0.01244823137919108,0.0006803726428442749,10,,0.25,4,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 25}",0.5776498186613915,0.42557904589371987,0.557121872997565,0.5201169125175588,0.0673716325448346,707
0.24112828572591147,0.023330706577822522,0.015834569931030273,0.003373219378302457,10,,0.25,4,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 50}",0.5720907709638423,0.4068659411231884,0.5753759940407535,0.5181109020425948,0.07867349901178688,719
0.414797306060791,0.0171355946151293,0.017560720443725586,0.0010769735017832158,10,,0.25,4,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 100}",0.5759629821958459,0.4570278197652474,0.57196083035371,0.5349838774382678,0.055147465948317966,562
0.7374556064605713,0.004347866556520639,0.029017925262451172,0.0006914185929411778,10,,0.25,4,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 200}",0.5814614087949226,0.46985449848090277,0.5653785752495033,0.5388981608417762,0.04926076781012205,506
0.09714682896931966,0.004079583942912157,0.010986566543579102,0.0012641741922150595,10,,0.25,6,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 25}",0.5533566084185076,0.4402235076154053,0.5516924100045246,0.5150908420128125,0.05294355931190732,730
0.19208455085754395,0.007930014531552152,0.011938095092773438,0.0023729160986832414,10,,0.25,6,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 50}",0.5673341889768106,0.44261096643428655,0.6066563841150838,0.5388671798420603,0.06993093126948083,508
0.4880661964416504,0.03881907511371776,0.024899959564208984,0.001878722105262148,10,,0.25,6,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 100}",0.5577353193086243,0.4656632287534834,0.5686293955289632,0.5306759811970236,0.04618559450295746,614
1.2106502850850422,0.00255449439490995,0.05379947026570638,0.008857083916618288,10,,0.25,6,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 200}",0.5762713832008376,0.4609663535032651,0.5753222601789899,0.5375199989610309,0.05413298860696453,531
0.1296879450480143,0.002900979726077923,0.013784488042195639,0.0006323306113701755,10,,0.25,10,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 10, 'n_estimators': 25}",0.573455284246676,0.42170062562302135,0.5690546382065037,0.5214035160254004,0.07052347688221429,700
0.3362092177073161,0.06591635026319656,0.02024078369140625,0.003166387036049571,10,,0.25,10,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 10, 'n_estimators': 50}",0.5704467192258145,0.43579672017581317,0.5680097776983974,0.524751072366675,0.0629080930208185,670
0.5377419789632162,0.02233534446907872,0.02915040651957194,0.007275808069443785,10,,0.25,10,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 10, 'n_estimators': 100}",0.5742422262765245,0.45500581506263826,0.5580148169076731,0.5290876194156119,0.05280099434575247,635
1.551908810933431,0.002058832404090321,0.04419350624084473,0.007514234210792864,10,,0.25,10,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.25, 'min_samples_split': 10, 'n_estimators': 200}",0.5733819136216094,0.45898205464451636,0.5751748736652127,0.5358462806437795,0.05435614411931024,554
0.35143542289733887,0.08905144069439967,0.03860966364542643,0.029713816100672797,10,,0.5,2,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 25}",0.5685748763600396,0.4359559782608695,0.6056337081891578,0.536721520936689,0.0728405116090353,538
0.5511848131815592,0.13958165774324524,0.024216969807942707,0.007469347022863752,10,,0.5,2,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 50}",0.5536504959336193,0.42992554347826095,0.5851128660451108,0.522896301818997,0.06698328952356589,688
1.439241647720337,0.07896328600500015,0.03240617116292318,0.002164185055813628,10,,0.5,2,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 100}",0.5913680027475547,0.41904249320652176,0.5986469191657053,0.536352471706594,0.08300389126549491,544
2.1823623180389404,0.07169480573089233,0.052344560623168945,0.003590990978962187,10,,0.5,2,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 200}",0.5866973128915266,0.4288952615489131,0.5951786907619665,0.5369237550674687,0.07646611450641283,536
0.23068435986836752,0.0420823057472911,0.015626271565755207,0.005674920750266189,10,,0.5,4,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 4, 'n_estimators': 25}",0.5693599643916916,0.42384468976449274,0.5955525981032936,0.5295857507531593,0.07553097598312107,629
0.48567740122477215,0.10273869289839677,0.023728132247924805,0.008864296879938754,10,,0.5,4,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 4, 'n_estimators': 50}",0.6095156752390374,0.4169643846618357,0.6030212708573625,0.5431671102527451,0.08927818054447935,448
0.857251246770223,0.05872263710649759,0.028923908869425457,0.006821532752728946,10,,0.5,4,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 4, 'n_estimators': 100}",0.5824715480541707,0.41206659899453446,0.5887428018777772,0.5277603163088275,0.08184786425895985,646
1.6180739402770996,0.016527325180237668,0.036512533823649086,0.0076801053819279715,10,,0.5,4,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 4, 'n_estimators': 200}",0.5921152227904319,0.4372950181135832,0.5951618669012029,0.5415240359350727,0.07371153969860578,468
0.20052282015482584,0.0378900411860518,0.01001135508219401,0.002244207547537017,10,,0.5,6,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 6, 'n_estimators': 25}",0.595739817054477,0.43162529586984244,0.6044252915800308,0.5439301348347834,0.07949063679930907,439
0.35056376457214355,0.03432758897512471,0.013758977254231771,0.0013864697986254067,10,,0.5,6,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 6, 'n_estimators': 50}",0.5480962192212198,0.4116088143870986,0.5690119020496905,0.509572311886003,0.06979494527403675,743
0.6217866738637289,0.03768598300851661,0.019060850143432617,0.003049336008909117,10,,0.5,6,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 6, 'n_estimators': 100}",0.5720880924607443,0.42707066641755953,0.6094444254010427,0.5362010614264489,0.0786594187570006,548
1.2527060508728027,0.06506191388958445,0.0319368044535319,0.0061088112658057615,10,,0.5,6,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 6, 'n_estimators': 200}",0.5929605946254677,0.4231780647968093,0.5914167892515961,0.5358518162246244,0.07967486650703551,553
0.14215453465779623,0.01120165464419975,0.009456237157185873,0.0013206446549147014,10,,0.5,10,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 25}",0.5304778834321041,0.3629881166576028,0.5919644585052061,0.49514348619830434,0.09676063594384025,763
0.30794382095336914,0.017064828757749548,0.01581112543741862,0.0016081884198134262,10,,0.5,10,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 50}",0.5698817303244332,0.4270700624146765,0.5864557135902415,0.5278025021097837,0.07154924893861635,645
0.5959158738454183,0.015145044667508614,0.02313518524169922,0.0009566058362361334,10,,0.5,10,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 100}",0.588578227118799,0.4501004823778977,0.5931195510114902,0.543932753502729,0.06637533293831109,438
1.1861866315205891,0.03536033359034933,0.03129331270853678,0.003374024898165104,10,,0.5,10,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 200}",0.5799975307319003,0.4376581034187996,0.591378735196699,0.5363447897824664,0.06993654029593746,545
0.20888280868530273,0.013734786634757482,0.010639588038126627,0.0023538386187949636,10,,0.75,2,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 25}",0.5617703002527752,0.41711086956521726,0.5943198589004228,0.5244003429061385,0.07702009157515692,675
0.40125314394632977,0.032104622177165545,0.014629761377970377,0.005268244218950082,10,,0.75,2,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 50}",0.5590918219035059,0.4052086956521739,0.5869093321478918,0.5170699499011905,0.07990894243104246,722
0.7557632923126221,0.034453118056216044,0.01624886194864909,0.0030654345967428575,10,,0.75,2,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 100}",0.5786833773079461,0.43251178668478263,0.5989568493287838,0.5367173377738375,0.07414783015604767,539
1.5564751625061035,0.07431382442359194,0.03216838836669922,0.00594096710701883,10,,0.75,2,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 200}",0.5836740147165898,0.4143243970788043,0.6023544086702797,0.5334509401552245,0.084579702957506,578
0.21477627754211426,0.038676757975985264,0.013033231099446615,0.004143166429543234,10,,0.75,4,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 4, 'n_estimators': 25}",0.5618987897571163,0.4027809166666666,0.5623989132384979,0.5090262065540936,0.07512704239407496,745
0.3677668571472168,0.039410710280269615,0.015748262405395508,0.001454399465131499,10,,0.75,4,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 4, 'n_estimators': 50}",0.5701305671861228,0.4191661378898932,0.5669703630399872,0.518755689372001,0.07043226436734265,715
0.7864075501759847,0.037087726650530346,0.0249021053314209,0.001026254876269071,10,,0.75,4,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 4, 'n_estimators': 100}",0.5751482448323544,0.43534116072237317,0.6043546532397271,0.5382813529314849,0.07375981720897097,518
1.50798503557841,0.06484878171717996,0.037142276763916016,0.009035170168257002,10,,0.75,4,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 4, 'n_estimators': 200}",0.5913016245646143,0.4203079811014022,0.6176678071891337,0.5430924709517168,0.08748644507350409,449
0.2169954776763916,0.02679087949119943,0.008083502451578775,0.002116837118780613,10,,0.75,6,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 6, 'n_estimators': 25}",0.6165569122401131,0.4330061238638897,0.5690527318012225,0.5395385893017418,0.07778618743707236,496
0.3226301670074463,0.010475234452267928,0.012426614761352539,0.0012934119360484373,10,,0.75,6,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 6, 'n_estimators': 50}",0.5791936747618288,0.3954049445421145,0.5760764246953247,0.5168916813330894,0.08591352134204092,723
0.7245915730794271,0.04779042120074411,0.015663782755533855,0.0016914642048197104,10,,0.75,6,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 6, 'n_estimators': 100}",0.5768176001878758,0.41186335019134146,0.601547277011222,0.530076075796813,0.08419649874055603,619
1.3673389752705891,0.05155686375876828,0.025545040766398113,0.002554426880488205,10,,0.75,6,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 6, 'n_estimators': 200}",0.5882477526495176,0.41199753394339156,0.5987647697572109,0.5330033521167067,0.08567169091384438,583
0.17160964012145996,0.03265309911204849,0.00970609982808431,0.0005464712753300336,10,,0.75,10,25,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 10, 'n_estimators': 25}",0.5447982314607657,0.3839762513952829,0.5904838799993057,0.5064194542851181,0.08856654022461591,751
0.3020744323730469,0.02499530242200273,0.01048739751180013,0.0005574751981355661,10,,0.75,10,50,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 10, 'n_estimators': 50}",0.5826445268889894,0.42272398978762016,0.5855567225447933,0.5303084130738009,0.07608296489687867,617
0.6399264335632324,0.015872508636872132,0.02236795425415039,0.0033754405919877496,10,,0.75,10,100,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 10, 'n_estimators': 100}",0.5727055618263182,0.40469962683447824,0.5882424768186097,0.521882555159802,0.08310326086679914,695
1.3778937657674153,0.035935978629686165,0.02838889757792155,0.003999131960180243,10,,0.75,10,200,"{'max_depth': 10, 'max_features': None, 'max_samples': 0.75, 'min_samples_split': 10, 'n_estimators': 200}",0.5843881706816901,0.4337539281836167,0.603730494759079,0.5406241978747953,0.07598013899731788,476
0.2136534849802653,0.01453383872707657,0.011513551076253256,0.0011872418139483984,10,,,2,25,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 25}",0.5341260993515772,0.3990889945652174,0.5876686074586697,0.5069612337918215,0.07934740088337607,749
0.4735593795776367,0.04641534176381109,0.016262372334798176,0.002164167913124491,10,,,2,50,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 50}",0.5622028737223872,0.41816333031400965,0.5664856124593628,0.5156172721652532,0.06893252038301162,728
0.9620183308919271,0.02140608547026231,0.020275990168253582,0.004153207213775675,10,,,2,100,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 100}",0.5853124568194643,0.41378487318840584,0.6078938670783671,0.5356637323620791,0.08667303408953013,555
1.6489420731862385,0.0511645933767413,0.028490861256917317,0.0047896970731506824,10,,,2,200,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 2, 'n_estimators': 200}",0.5929085463306407,0.4092262003001589,0.6018292269626906,0.5346546578644967,0.08876605248615199,565
0.20417960484822592,0.018026984316249453,0.009783665339152018,0.0018457680086981544,10,,,4,25,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 25}",0.5716797633195345,0.4382475523496636,0.6360915312556394,0.5486729489749459,0.08239152515905111,387
0.42501282691955566,0.008148833137751662,0.010444005330403646,0.0014989275299342195,10,,,4,50,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 50}",0.5718434730998663,0.40565990212846903,0.6191542979091963,0.5322192243791771,0.09155153402120479,597
0.7466805775960287,0.0026969141648890416,0.015023469924926758,0.005153596272188279,10,,,4,100,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 100}",0.560812858997737,0.4169174168016504,0.6017265964620978,0.5264856240871617,0.07925645090105177,655
1.6834721565246582,0.06310852975666167,0.020749251047770183,0.004870498891344079,10,,,4,200,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 4, 'n_estimators': 200}",0.5762258199908052,0.42069501535068177,0.6111756212825079,0.5360321522079983,0.08279437785427583,549
0.22953009605407715,0.010464817815893732,0.013578494389851889,0.003625246379614289,10,,,6,25,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 25}",0.5556583230807801,0.42395124138500007,0.5835837224064644,0.5210644289574149,0.06960931634118618,702
0.4247423013051351,0.00860300500371592,0.013669172922770182,0.0035943855113376856,10,,,6,50,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 50}",0.602712939527599,0.41645981509372265,0.6027873076359447,0.5406533540857554,0.08781809884899604,475
0.7248071034749349,0.020351406011396827,0.014986515045166016,0.002676890525623464,10,,,6,100,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 100}",0.572395976575089,0.4179714204319621,0.6079191957189802,0.5327621975753437,0.08245470135160018,588
1.6508155663808186,0.048895731288859545,0.02942069371541341,0.0046561713013987234,10,,,6,200,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 6, 'n_estimators': 200}",0.5802928097624243,0.41131963586760567,0.6040103208092956,0.5318742554797752,0.08579313226181833,601
0.23124059041341147,0.017813630676128178,0.014263391494750977,0.0013137507120012189,10,,,10,25,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 25}",0.5818713929746765,0.38821822466306044,0.5859337086439242,0.518674442093887,0.09226138268318075,716
0.39302563667297363,0.02800192104457761,0.008651097615559896,0.0033405299313791405,10,,,10,50,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 50}",0.5748876423991278,0.41676913882723576,0.5996225646497191,0.5304264486253608,0.08099976192391325,615
0.7033857504526774,0.05448236606349455,0.016539335250854492,0.002675488643050427,10,,,10,100,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 100}",0.5749010469379954,0.3976396901693272,0.5973072194565261,0.5232826521879496,0.08931265147537339,682
1.3402880827585857,0.013697998609081016,0.030887365341186523,0.005118196414559446,10,,,10,200,"{'max_depth': 10, 'max_features': None, 'max_samples': None, 'min_samples_split': 10, 'n_estimators': 200}",0.58373855238973,0.40828185353963886,0.606212756698711,0.5327443875426933,0.08848526899123403,591
0.048748175303141274,0.010674418803257927,0.00814215342203776,0.0005140491202848285,10,sqrt,0.25,2,25,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 25}",0.6003615727002969,0.4566260869565216,0.5909167659874406,0.549301475214753,0.06564473467116387,383
0.1257603963216146,0.02136842452701714,0.00814962387084961,0.0015339316404328668,10,sqrt,0.25,2,50,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 50}",0.6011040938564678,0.48202730978260866,0.5533191464821221,0.5454835167070662,0.04892761964931413,417
0.20869930585225424,0.02058941646350124,0.013782978057861328,0.0007246933678989864,10,sqrt,0.25,2,100,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 100}",0.6217309635674251,0.4946436141304347,0.5502123283913238,0.5555289686963946,0.0520192182103887,320
0.4747101465861003,0.013000274301690345,0.03307731946309408,0.0039613449956051065,10,sqrt,0.25,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 2, 'n_estimators': 200}",0.6145425519803002,0.4743733440896739,0.5665557575511821,0.5518238845403854,0.05816426607448988,353
0.06308682759602864,0.011016859920332524,0.006073792775472005,0.0022045229775888614,10,sqrt,0.25,4,25,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 25}",0.5575911748543797,0.4533405910326086,0.5580988081507112,0.5230101913458999,0.04926428272593441,686
0.10566020011901855,0.005233178506895829,0.009008248647054037,0.0007694264719204964,10,sqrt,0.25,4,50,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 50}",0.5906111536982087,0.48647550483091795,0.544253845476099,0.5404468346684086,0.042598343784082525,482
0.2878364721934001,0.017935553051140016,0.02212945620218913,0.00498503742097852,10,sqrt,0.25,4,100,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 100}",0.603811531954061,0.4939866327275815,0.5890035827966807,0.562267249159441,0.04865868045065164,256
0.5851763089497884,0.025410080153431398,0.041915178298950195,0.01087418185523881,10,sqrt,0.25,4,200,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 4, 'n_estimators': 200}",0.6039233913582537,0.47883127991017504,0.5714024446426854,0.5513857053037047,0.05299378250926018,359
0.09180768330891927,0.0037049619399203843,0.009845813115437826,0.003926134477211573,10,sqrt,0.25,6,25,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 25}",0.5842994083942843,0.45808961352657007,0.5428627452915806,0.5284172557374783,0.05252765751792659,640
0.15189043680826822,0.026780240794098905,0.015110174814860025,0.004918803654639804,10,sqrt,0.25,6,50,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 50}",0.5487603333125866,0.5028915490747929,0.5486574423599505,0.5334364415824434,0.021598541468734588,579
0.3360424041748047,0.04157420491566904,0.02469921112060547,0.009080241810356519,10,sqrt,0.25,6,100,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 100}",0.5855066971905973,0.4973258383533923,0.5691540967279067,0.5506622107572988,0.03830081244899161,363
0.616492748260498,0.03112881640535489,0.0441587766011556,0.010686905766937933,10,sqrt,0.25,6,200,"{'max_depth': 10, 'max_features': 'sqrt', 'max_samples': 0.25, 'min_samples_split': 6, 'n_estimators': 200}",0.5847404293164224,0.4850952757069511,0.5644458907495391,0.5447605319243042,0.042995535997143355,429
